"cluster" "start" "end" "size" "node"
"1944" "cluster73" 109619 109691 72 41
"1945" "cluster74" 109692 110179 487 41
"1946" "cluster74" 110502 111258 756 41
"1947" "cluster74" 112214 112287 73 41
"1948" "cluster75" 112288 112477 189 41
"1949" "cluster76" 113442 113674 232 41
"1950" "cluster77" 113675 114549 874 41
"1951" "cluster77" 115749 116552 803 41
"1952" "cluster77" 117399 117861 462 41
"1953" "cluster77" 117936 118012 76 41
"1954" "cluster78" 118013 118136 123 41
"1955" "cluster82" 121966 122047 81 41
"1956" "cluster83" 122048 122363 315 41
"1957" "cluster83" 122707 122987 280 41
"1958" "cluster92" 136955 136996 41 41
"1959" "cluster93" 136997 138029 1032 41
"1960" "cluster95" 138679 138881 202 41
"1961" "cluster95" 139561 139734 173 41
"1962" "cluster97" 143059 143909 850 41
"1963" "cluster114" 164367 164625 258 41
"1964" "cluster114" 165257 165475 218 41
"1965" "cluster114" 165623 165691 68 41
"1966" "cluster115" 165692 166023 331 41
"1967" "cluster118" 172739 172815 76 41
"1968" "cluster119" 173140 174215 1075 41
"1969" "cluster119" 175115 175544 429 41
"1970" "cluster125" 191353 191619 266 41
"1971" "cluster127" 200099 201449 1350 41
"1972" "cluster127" 201949 202049 100 41
"1973" "cluster144" 224638 224815 177 41
"1974" "cluster146" 230438 230989 551 41
"1975" "cluster166" 239971 240671 700 41
"1976" "cluster166" 241515 241746 231 41
"1977" "cluster172" 245309 245761 452 41
"1978" "cluster179" 260517 260754 237 41
"1979" "cluster186" 271581 271734 153 41
"1980" "cluster191" 274819 274838 19 41
"1981" "cluster192" 274839 274980 141 41
"1982" "cluster193" 276031 276223 192 41
"1983" "cluster194" 276224 276303 79 41
"1984" "cluster204" 288995 289124 129 41
"1985" "cluster204" 290741 290883 142 41
"1986" "cluster204" 291311 291464 153 41
"1987" "cluster204" 292047 292200 153 41
"1988" "cluster205" 292201 292251 50 41
"1989" "cluster206" 292252 292641 389 41
"1990" "cluster217" 298760 299028 268 41
"1991" "cluster218" 299029 299917 888 41
"1992" "cluster218" 301215 301667 452 41
"1993" "cluster259" 357085 357635 550 41
"1994" "cluster284" 396118 396418 300 41
"1995" "cluster296" 414534 414790 256 41
"1996" "cluster297" 418348 418364 16 41
"1997" "cluster298" 418365 419101 736 41
"1998" "cluster299" 420103 420320 217 41
"1999" "cluster300" 420321 420517 196 41
"2000" "cluster301" 420518 420786 268 41
"2001" "cluster321" 453961 454711 750 41
"2002" "cluster321" 455486 455669 183 41
"2003" "cluster322" 455670 456974 1304 41
"2004" "cluster323" 458653 458807 154 41
"2005" "cluster323" 459343 459567 224 41
"2006" "cluster326" 464945 466013 1068 41
"2007" "cluster330" 471056 471293 237 41
"2008" "cluster346" 490596 490609 13 41
"2009" "cluster347" 490610 490682 72 41
"2010" "cluster348" 490683 490875 192 41
"2011" "cluster348" 492439 492520 81 41
"2012" "cluster357" 508730 509086 356 41
"2013" "cluster358" 509087 509746 659 41
"2014" "cluster358" 512671 512737 66 41
"2015" "cluster361" 517119 517881 762 41
"2016" "cluster365" 527817 528181 364 41
"2017" "cluster366" 528182 528708 526 41
"2018" "cluster366" 529584 529790 206 41
"2019" "cluster368" 534057 534395 338 41
"2020" "cluster368" 535493 535590 97 41
"2021" "cluster373" 552418 552524 106 41
"2022" "cluster377" 573698 574139 441 41
"2023" "cluster377" 574272 574710 438 41
"2024" "cluster377" 574784 575160 376 41
"2025" "cluster378" 575161 576040 879 41
"2026" "cluster378" 576124 576345 221 41
"2027" "cluster379" 577185 577385 200 41
"2028" "cluster380" 577386 577667 281 41
"2029" "cluster382" 579739 581021 1282 41
"2030" "cluster382" 583108 583387 279 41
"2031" "cluster383" 584952 585066 114 41
"2032" "cluster388" 590174 590804 630 41
"2033" "cluster389" 590805 591252 447 41
"2034" "cluster390" 592973 593271 298 41
"2035" "cluster394" 599721 600114 393 41
"2036" "cluster395" 600115 600321 206 41
"2037" "cluster395" 601105 601209 104 41
"2038" "cluster397" 601559 601678 119 41
"2039" "cluster397" 604509 605259 750 41
"2040" "cluster397" 608609 609409 800 41
"2041" "cluster401" 611801 612018 217 41
"2042" "cluster401" 613082 613102 20 41
"2043" "cluster402" 613103 613552 449 41
"2044" "cluster403" 614524 614647 123 41
"2045" "cluster405" 622543 623043 500 41
"2046" "cluster410" 627267 627500 233 41
"2047" "cluster417" 638967 639142 175 41
"2048" "cluster418" 639143 639617 474 41
"2049" "cluster431" 676291 676949 658 41
"2050" "cluster439" 696306 696827 521 41
"2051" "cluster439" 698775 699325 550 41
"2052" "cluster449" 722795 722955 160 41
"2053" "cluster449" 725276 725453 177 41
"2054" "cluster450" 725842 726015 173 41
"2055" "cluster476" 742998 743089 91 41
"2056" "cluster477" 743090 743199 109 41
"2057" "cluster513" 765901 766051 150 41
"2058" "cluster514" 766821 766904 83 41
"2059" "cluster515" 766905 766921 16 41
"2060" "cluster539" 814675 815450 775 41
"2061" "cluster545" 827913 828913 1000 41
"2062" "cluster548" 833657 834657 1000 41
"2063" "cluster557" 856835 856885 50 41
"2064" "cluster559" 857708 857709 1 41
"2065" "cluster560" 857710 857883 173 41
"2066" "cluster583" 891211 891418 207 41
"2067" "cluster584" 891419 892268 849 41
"2068" "cluster585" 892269 892533 264 41
"2069" "cluster589" 894775 895176 401 41
"2070" "cluster590" 896063 896506 443 41
"2071" "cluster591" 896507 897174 667 41
"2072" "cluster642" 954859 955269 410 41
"2073" "cluster648" 963407 964407 1000 41
"2074" "cluster648" 965113 965336 223 41
"2075" "cluster661" 984763 984799 36 41
"2076" "cluster664" 985408 985759 351 41
"2077" "cluster664" 986395 986625 230 41
"2078" "cluster664" 988401 988935 534 41
"2079" "cluster666" 990221 990528 307 41
"2080" "cluster671" 999270 999643 373 41
"2081" "cluster672" 999644 999801 157 41
"2082" "cluster673" 999802 1000282 480 41
"2083" "cluster673" 1001771 1001963 192 41
"2084" "cluster674" 1003315 1003778 463 41
"2085" "cluster677" 1008528 1008664 136 41
"2086" "cluster679" 1014793 1015200 407 41
"2087" "cluster680" 1015201 1015293 92 41
"2088" "cluster693" 1031453 1031626 173 41
"2089" "cluster700" 1038887 1039181 294 41
"2090" "cluster702" 1044148 1044399 251 41
"2091" "cluster709" 1053084 1054543 1459 41
"2092" "cluster710" 1054544 1055064 520 41
"2093" "cluster733" 1094680 1094992 312 41
"2094" "cluster741" 1104105 1104571 466 41
"2095" "cluster764" 1127281 1127426 145 41
"2096" "cluster768" 1134584 1135167 583 41
"2097" "cluster770" 1137398 1137513 115 41
"2098" "cluster776" 1146545 1146893 348 41
"2099" "cluster777" 1146894 1147629 735 41
"2100" "cluster799" 1175605 1175884 279 41
"2101" "cluster831" 1213874 1214366 492 41
"2102" "cluster848" 1244736 1244870 134 41
"2103" "cluster854" 1261298 1261993 695 41
"2104" "cluster878" 1290747 1290947 200 41
"2105" "cluster878" 1291403 1291517 114 41
"2106" "cluster907" 1327984 1328805 821 41
"2107" "cluster941" 1380356 1380721 365 41
"2108" "cluster948" 1393955 1394017 62 41
"2109" "cluster949" 1395039 1395415 376 41
"2110" "cluster952" 1399376 1400100 724 41
"2111" "cluster952" 1406597 1406808 211 41
"2112" "cluster953" 1408211 1408281 70 41
"2113" "cluster958" 1424819 1424965 146 41
"2114" "cluster959" 1424966 1426187 1221 41
"2115" "cluster960" 1426188 1426590 402 41
"2116" "cluster961" 1429531 1431981 2450 41
"2117" "cluster972" 1440942 1441219 277 41
"2118" "cluster973" 1441220 1441332 112 41
"2119" "cluster973" 1441951 1441960 9 41
"2120" "cluster974" 1441961 1442205 244 41
"2121" "cluster975" 1447253 1447916 663 41
"2122" "cluster990" 1476913 1477157 244 41
"2123" "cluster996" 1487961 1488673 712 41
"2124" "cluster998" 1491607 1491699 92 41
"2125" "cluster1004" 1509753 1510414 661 41
"2126" "cluster1005" 1510415 1510684 269 41
"2127" "cluster1006" 1510685 1510758 73 41
"2128" "cluster1007" 1510759 1511574 815 41
"2129" "cluster1027" 1548019 1548103 84 41
"2130" "cluster1045" 1584313 1584759 446 41
"2131" "cluster1054" 1592387 1592456 69 41
"2132" "cluster1055" 1592457 1593361 904 41
"2133" "cluster1056" 1594571 1594922 351 41
"2134" "cluster1057" 1594923 1594959 36 41
"2135" "cluster1058" 1594960 1594990 30 41
"2136" "cluster1059" 1594991 1595004 13 41
"2137" "cluster1061" 1595376 1595541 165 41
"2138" "cluster1076" 1620301 1620501 200 41
"2139" "cluster1081" 1630214 1630614 400 41
"2140" "cluster1081" 1631469 1633041 1572 41
"2141" "cluster1081" 1634619 1635001 382 41
"2142" "cluster1082" 1639785 1640002 217 41
"2143" "cluster1084" 1640733 1640963 230 41
"2144" "cluster1097" 1650651 1650815 164 41
"2145" "cluster1098" 1652617 1652733 116 41
"2146" "cluster1099" 1652734 1652793 59 41
"2147" "cluster1100" 1652794 1652818 24 41
"2148" "cluster1101" 1652819 1653157 338 41
"2149" "cluster1106" 1658698 1658796 98 41
"2150" "cluster1110" 1661409 1661710 301 41
"2151" "cluster1110" 1661895 1662324 429 41
"2152" "cluster1115" 1665462 1665773 311 41
"2153" "cluster29" 32276 33565 1289 42
"2154" "cluster54" 65100 65395 295 42
"2155" "cluster67" 92711 93535 824 42
"2156" "cluster83" 124070 124288 218 42
"2157" "cluster86" 130631 131181 550 42
"2158" "cluster88" 135189 135276 87 42
"2159" "cluster89" 135277 135489 212 42
"2160" "cluster91" 135898 136315 417 42
"2161" "cluster91" 136479 136569 90 42
"2162" "cluster92" 136570 136996 426 42
"2163" "cluster93" 136997 137032 35 42
"2164" "cluster146" 230777 230932 155 42
"2165" "cluster146" 231211 232353 1142 42
"2166" "cluster147" 232354 232459 105 42
"2167" "cluster151" 235840 236051 211 42
"2168" "cluster166" 240708 241515 807 42
"2169" "cluster166" 242779 242944 165 42
"2170" "cluster167" 242945 243396 451 42
"2171" "cluster168" 243397 243541 144 42
"2172" "cluster169" 243542 244118 576 42
"2173" "cluster170" 244812 244953 141 42
"2174" "cluster171" 244954 244982 28 42
"2175" "cluster172" 244983 245518 535 42
"2176" "cluster295" 411496 411585 89 42
"2177" "cluster311" 437131 438298 1167 42
"2178" "cluster312" 438299 439038 739 42
"2179" "cluster350" 493827 494176 349 42
"2180" "cluster351" 494177 494801 624 42
"2181" "cluster397" 608680 609094 414 42
"2182" "cluster431" 679518 679929 411 42
"2183" "cluster450" 730442 730653 211 42
"2184" "cluster523" 782199 782489 290 42
"2185" "cluster528" 785730 785797 67 42
"2186" "cluster529" 791740 792645 905 42
"2187" "cluster531" 793573 793767 194 42
"2188" "cluster532" 793768 793939 171 42
"2189" "cluster532" 794862 795308 446 42
"2190" "cluster532" 796439 797947 1508 42
"2191" "cluster533" 805970 806212 242 42
"2192" "cluster560" 859056 859161 105 42
"2193" "cluster561" 859162 859481 319 42
"2194" "cluster640" 949923 950473 550 42
"2195" "cluster648" 964517 964964 447 42
"2196" "cluster668" 995117 995283 166 42
"2197" "cluster668" 996417 996831 414 42
"2198" "cluster680" 1017341 1017593 252 42
"2199" "cluster684" 1024308 1024833 525 42
"2200" "cluster738" 1099675 1099695 20 42
"2201" "cluster739" 1099696 1100975 1279 42
"2202" "cluster741" 1102871 1103652 781 42
"2203" "cluster764" 1125146 1125594 448 42
"2204" "cluster831" 1214482 1215122 640 42
"2205" "cluster831" 1215630 1216239 609 42
"2206" "cluster854" 1258171 1258645 474 42
"2207" "cluster869" 1285261 1285402 141 42
"2208" "cluster879" 1292891 1293056 165 42
"2209" "cluster880" 1293057 1293080 23 42
"2210" "cluster881" 1293081 1293109 28 42
"2211" "cluster891" 1306508 1306637 129 42
"2212" "cluster891" 1306906 1307154 248 42
"2213" "cluster892" 1307155 1307468 313 42
"2214" "cluster893" 1307967 1308494 527 42
"2215" "cluster928" 1359347 1359497 150 42
"2216" "cluster958" 1421050 1421653 603 42
"2217" "cluster976" 1452301 1452407 106 42
"2218" "cluster987" 1474918 1475573 655 42
"2219" "cluster990" 1476223 1476573 350 42
"2220" "cluster998" 1492257 1492607 350 42
"2221" "cluster998" 1492957 1493075 118 42
"2222" "cluster998" 1495551 1495665 114 42
"2223" "cluster1056" 1594831 1594922 91 42
"2224" "cluster1057" 1594923 1594959 36 42
"2225" "cluster1058" 1594960 1594990 30 42
"2226" "cluster1059" 1594991 1595131 140 42
"2227" "cluster1078" 1625390 1626048 658 42
"2228" "cluster1078" 1626747 1626959 212 42
"2229" "cluster1094" 1646345 1646675 330 42
"2230" "cluster1095" 1646676 1646708 32 42
"2231" "cluster1096" 1646709 1646931 222 42
"2232" "cluster1097" 1650159 1650262 103 42
"2233" "cluster1097" 1651719 1651747 28 42
"2234" "cluster1098" 1651748 1652407 659 42
"2235" "cluster1102" 1655497 1655597 100 42
"2236" "cluster1103" 1657217 1657389 172 42
"2237" "cluster1104" 1657390 1657420 30 42
"2238" "cluster1109" 1660512 1660683 171 42
"2239" "cluster1110" 1662761 1663004 243 42
"2240" "cluster1111" 1663005 1663031 26 42
"2241" "cluster20" 25462 25601 139 43
"2242" "cluster365" 526373 527187 814 43
"2243" "cluster380" 578543 578629 86 43
"2244" "cluster397" 602967 603234 267 43
"2245" "cluster397" 604295 604359 64 43
"2246" "cluster417" 638817 638890 73 43
"2247" "cluster439" 698044 698225 181 43
"2248" "cluster440" 701507 701536 29 43
"2249" "cluster603" 915438 915696 258 43
"2250" "cluster604" 915697 915729 32 43
"2251" "cluster605" 915730 915993 263 43
"2252" "cluster606" 917450 917672 222 43
"2253" "cluster648" 964385 964543 158 43
"2254" "cluster649" 967398 967512 114 43
"2255" "cluster684" 1024463 1024826 363 43
"2256" "cluster708" 1048033 1048406 373 43
"2257" "cluster741" 1102665 1103671 1006 43
"2258" "cluster847" 1242384 1242824 440 43
"2259" "cluster848" 1246231 1246273 42 43
"2260" "cluster972" 1440307 1440771 464 43
"2261" "cluster973" 1441482 1441906 424 43
"2262" "cluster974" 1442382 1442655 273 43
"2263" "cluster981" 1465517 1465662 145 43
"2264" "cluster1093" 1645614 1645904 290 43
"2265" "cluster1094" 1645905 1646015 110 43
"2266" "cluster1096" 1647961 1648361 400 43
"2267" "cluster1096" 1649084 1649609 525 43
"2268" "cluster1102" 1655049 1655151 102 43
"2269" "cluster29" 32179 32345 166 44
"2270" "cluster29" 32774 33154 380 44
"2271" "cluster31" 33941 34605 664 44
"2272" "cluster33" 41756 42053 297 44
"2273" "cluster33" 42485 42698 213 44
"2274" "cluster40" 49470 49673 203 44
"2275" "cluster66" 91069 91134 65 44
"2276" "cluster67" 91135 92769 1634 44
"2277" "cluster73" 106970 107257 287 44
"2278" "cluster75" 112553 112803 250 44
"2279" "cluster77" 113718 113964 246 44
"2280" "cluster83" 122337 122687 350 44
"2281" "cluster83" 124070 124288 218 44
"2282" "cluster97" 143059 143909 850 44
"2283" "cluster119" 176806 178166 1360 44
"2284" "cluster121" 182761 182962 201 44
"2285" "cluster138" 219097 219234 137 44
"2286" "cluster139" 219235 221254 2019 44
"2287" "cluster139" 221564 221608 44 44
"2288" "cluster140" 221609 222507 898 44
"2289" "cluster141" 222508 222685 177 44
"2290" "cluster144" 224615 225123 508 44
"2291" "cluster144" 226799 226942 143 44
"2292" "cluster145" 226943 227335 392 44
"2293" "cluster145" 228849 229263 414 44
"2294" "cluster146" 230438 230894 456 44
"2295" "cluster146" 231250 232078 828 44
"2296" "cluster147" 234659 235163 504 44
"2297" "cluster150" 235542 235550 8 44
"2298" "cluster151" 235551 236404 853 44
"2299" "cluster173" 247307 247765 458 44
"2300" "cluster177" 250317 250454 137 44
"2301" "cluster178" 250455 250494 39 44
"2302" "cluster179" 250495 256754 6259 44
"2303" "cluster179" 257645 259065 1420 44
"2304" "cluster179" 259845 261433 1588 44
"2305" "cluster179" 262585 262619 34 44
"2306" "cluster204" 290627 290895 268 44
"2307" "cluster204" 291245 291745 500 44
"2308" "cluster267" 368819 368872 53 44
"2309" "cluster291" 407171 407521 350 44
"2310" "cluster293" 408809 408971 162 44
"2311" "cluster295" 409263 409763 500 44
"2312" "cluster295" 410063 410521 458 44
"2313" "cluster296" 414745 414829 84 44
"2314" "cluster297" 414830 415079 249 44
"2315" "cluster303" 422997 423247 250 44
"2316" "cluster309" 434366 434435 69 44
"2317" "cluster319" 451892 452265 373 44
"2318" "cluster319" 453360 453600 240 44
"2319" "cluster320" 453601 453679 78 44
"2320" "cluster321" 453680 453888 208 44
"2321" "cluster322" 456068 457786 1718 44
"2322" "cluster323" 457787 458875 1088 44
"2323" "cluster323" 459257 459631 374 44
"2324" "cluster323" 461781 462014 233 44
"2325" "cluster324" 462015 462139 124 44
"2326" "cluster327" 466620 466686 66 44
"2327" "cluster327" 466860 466946 86 44
"2328" "cluster328" 466947 467187 240 44
"2329" "cluster329" 467188 467348 160 44
"2330" "cluster329" 467895 468082 187 44
"2331" "cluster329" 468778 469095 317 44
"2332" "cluster329" 469482 469810 328 44
"2333" "cluster330" 469811 469893 82 44
"2334" "cluster346" 490336 490468 132 44
"2335" "cluster348" 492982 493279 297 44
"2336" "cluster349" 493280 493330 50 44
"2337" "cluster350" 493331 493465 134 44
"2338" "cluster365" 527817 528181 364 44
"2339" "cluster366" 528182 528711 529 44
"2340" "cluster366" 529584 529790 206 44
"2341" "cluster380" 578129 578263 134 44
"2342" "cluster394" 599962 600114 152 44
"2343" "cluster395" 600115 600340 225 44
"2344" "cluster395" 601105 601209 104 44
"2345" "cluster417" 638857 639142 285 44
"2346" "cluster418" 639143 639617 474 44
"2347" "cluster431" 676190 677491 1301 44
"2348" "cluster431" 679018 679564 546 44
"2349" "cluster446" 717882 718635 753 44
"2350" "cluster446" 719976 720157 181 44
"2351" "cluster464" 741151 741240 89 44
"2352" "cluster502" 754268 754653 385 44
"2353" "cluster503" 754654 754770 116 44
"2354" "cluster504" 754771 754972 201 44
"2355" "cluster505" 754973 755243 270 44
"2356" "cluster505" 755977 757043 1066 44
"2357" "cluster529" 791645 792056 411 44
"2358" "cluster544" 821296 821479 183 44
"2359" "cluster545" 824859 825583 724 44
"2360" "cluster548" 843351 843405 54 44
"2361" "cluster560" 858013 858271 258 44
"2362" "cluster648" 964999 965478 479 44
"2363" "cluster649" 967297 967578 281 44
"2364" "cluster707" 1047343 1047887 544 44
"2365" "cluster708" 1048187 1049187 1000 44
"2366" "cluster708" 1050085 1050552 467 44
"2367" "cluster709" 1050553 1051393 840 44
"2368" "cluster709" 1054296 1054445 149 44
"2369" "cluster710" 1054833 1056777 1944 44
"2370" "cluster711" 1059186 1059303 117 44
"2371" "cluster712" 1059304 1059328 24 44
"2372" "cluster713" 1059329 1059355 26 44
"2373" "cluster731" 1089077 1089958 881 44
"2374" "cluster752" 1115049 1115199 150 44
"2375" "cluster762" 1121503 1122079 576 44
"2376" "cluster762" 1122677 1123235 558 44
"2377" "cluster763" 1123236 1123537 301 44
"2378" "cluster776" 1146530 1146893 363 44
"2379" "cluster777" 1146894 1147629 735 44
"2380" "cluster797" 1174106 1174505 399 44
"2381" "cluster806" 1181837 1181899 62 44
"2382" "cluster807" 1181900 1182089 189 44
"2383" "cluster841" 1231017 1231167 150 44
"2384" "cluster843" 1233666 1233729 63 44
"2385" "cluster844" 1237872 1237964 92 44
"2386" "cluster845" 1237965 1238111 146 44
"2387" "cluster846" 1240100 1240615 515 44
"2388" "cluster847" 1240616 1241028 412 44
"2389" "cluster848" 1243957 1246181 2224 44
"2390" "cluster856" 1264975 1265494 519 44
"2391" "cluster867" 1284993 1285136 143 44
"2392" "cluster868" 1285137 1285158 21 44
"2393" "cluster869" 1285159 1285370 211 44
"2394" "cluster876" 1288775 1289257 482 44
"2395" "cluster887" 1302669 1302680 11 44
"2396" "cluster888" 1302681 1302844 163 44
"2397" "cluster889" 1302845 1303017 172 44
"2398" "cluster890" 1303018 1303734 716 44
"2399" "cluster941" 1385119 1385451 332 44
"2400" "cluster969" 1438660 1438831 171 44
"2401" "cluster974" 1444578 1445551 973 44
"2402" "cluster975" 1445552 1446409 857 44
"2403" "cluster975" 1447244 1447418 174 44
"2404" "cluster977" 1456190 1456256 66 44
"2405" "cluster982" 1466389 1466640 251 44
"2406" "cluster985" 1470733 1470790 57 44
"2407" "cluster985" 1471231 1471887 656 44
"2408" "cluster986" 1471888 1472335 447 44
"2409" "cluster991" 1480062 1480615 553 44
"2410" "cluster994" 1481665 1481765 100 44
"2411" "cluster994" 1482965 1483065 100 44
"2412" "cluster995" 1485657 1485963 306 44
"2413" "cluster996" 1487661 1488673 1012 44
"2414" "cluster996" 1489636 1489820 184 44
"2415" "cluster997" 1489821 1489887 66 44
"2416" "cluster998" 1489888 1491957 2069 44
"2417" "cluster1045" 1584313 1584909 596 44
"2418" "cluster1056" 1594831 1594922 91 44
"2419" "cluster1057" 1594923 1594959 36 44
"2420" "cluster1058" 1594960 1594990 30 44
"2421" "cluster1059" 1594991 1595131 140 44
"2422" "cluster1093" 1645614 1645904 290 44
"2423" "cluster1094" 1645905 1646675 770 44
"2424" "cluster1095" 1646676 1646708 32 44
"2425" "cluster1096" 1646709 1646811 102 44
"2426" "cluster1096" 1648046 1648856 810 44
"2427" "cluster1096" 1648889 1649522 633 44
"2428" "cluster1097" 1650008 1650767 759 44
"2429" "cluster1097" 1651719 1651747 28 44
"2430" "cluster1098" 1651748 1652733 985 44
"2431" "cluster1099" 1652734 1652793 59 44
"2432" "cluster1100" 1652794 1652818 24 44
"2433" "cluster1101" 1652819 1653251 432 44
"2434" "cluster1101" 1654049 1655042 993 44
"2435" "cluster1102" 1655043 1655775 732 44
"2436" "cluster1103" 1657236 1657389 153 44
"2437" "cluster1104" 1657390 1657420 30 44
"2438" "cluster1109" 1659825 1660843 1018 44
"2439" "cluster1110" 1660844 1661038 194 44
"2440" "cluster1110" 1662402 1663004 602 44
"2441" "cluster1111" 1663005 1663351 346 44
"2442" "cluster1112" 1663352 1663513 161 44
"2443" "cluster1113" 1663514 1663786 272 44
"2444" "cluster6" 14328 14366 38 45
"2445" "cluster29" 32129 33565 1436 45
"2446" "cluster53" 61176 61437 261 45
"2447" "cluster54" 61438 61527 89 45
"2448" "cluster54" 64574 65576 1002 45
"2449" "cluster64" 88064 88248 184 45
"2450" "cluster64" 88801 89280 479 45
"2451" "cluster64" 89773 90425 652 45
"2452" "cluster65" 90426 90517 91 45
"2453" "cluster66" 90518 90764 246 45
"2454" "cluster67" 91619 92147 528 45
"2455" "cluster67" 92408 93535 1127 45
"2456" "cluster67" 95012 95542 530 45
"2457" "cluster68" 95543 95582 39 45
"2458" "cluster69" 95583 95765 182 45
"2459" "cluster73" 107198 107807 609 45
"2460" "cluster73" 108557 108981 424 45
"2461" "cluster75" 112579 113241 662 45
"2462" "cluster76" 113242 113674 432 45
"2463" "cluster77" 113675 115071 1396 45
"2464" "cluster78" 118633 119110 477 45
"2465" "cluster78" 119411 119634 223 45
"2466" "cluster82" 121966 122045 79 45
"2467" "cluster83" 122571 123139 568 45
"2468" "cluster83" 123587 124306 719 45
"2469" "cluster119" 175715 176783 1068 45
"2470" "cluster120" 181306 181663 357 45
"2471" "cluster146" 231250 231711 461 45
"2472" "cluster146" 232208 232267 59 45
"2473" "cluster179" 256445 258010 1565 45
"2474" "cluster179" 259095 259995 900 45
"2475" "cluster191" 274828 274838 10 45
"2476" "cluster192" 274839 275019 180 45
"2477" "cluster192" 275169 275612 443 45
"2478" "cluster193" 275613 275768 155 45
"2479" "cluster257" 352058 352187 129 45
"2480" "cluster258" 353421 353678 257 45
"2481" "cluster259" 353679 354042 363 45
"2482" "cluster259" 354503 356035 1532 45
"2483" "cluster259" 356276 357785 1509 45
"2484" "cluster267" 369619 370088 469 45
"2485" "cluster283" 394298 394635 337 45
"2486" "cluster292" 408347 408598 251 45
"2487" "cluster293" 408809 409077 268 45
"2488" "cluster294" 409078 409102 24 45
"2489" "cluster295" 409103 409780 677 45
"2490" "cluster295" 411496 413118 1622 45
"2491" "cluster295" 414098 414392 294 45
"2492" "cluster296" 414393 414790 397 45
"2493" "cluster304" 429698 429971 273 45
"2494" "cluster305" 429972 430002 30 45
"2495" "cluster306" 430003 430378 375 45
"2496" "cluster309" 433785 434095 310 45
"2497" "cluster316" 447371 447671 300 45
"2498" "cluster317" 448369 448970 601 45
"2499" "cluster318" 448971 449026 55 45
"2500" "cluster323" 458467 458807 340 45
"2501" "cluster348" 492219 492614 395 45
"2502" "cluster373" 553867 554129 262 45
"2503" "cluster373" 554757 555567 810 45
"2504" "cluster373" 558718 559723 1005 45
"2505" "cluster381" 579136 579364 228 45
"2506" "cluster382" 579365 580453 1088 45
"2507" "cluster397" 604907 604959 52 45
"2508" "cluster397" 605750 608386 2636 45
"2509" "cluster401" 612840 613102 262 45
"2510" "cluster402" 613103 613552 449 45
"2511" "cluster403" 614447 615047 600 45
"2512" "cluster405" 622543 623043 500 45
"2513" "cluster416" 636451 636721 270 45
"2514" "cluster418" 639588 640068 480 45
"2515" "cluster446" 717361 717465 104 45
"2516" "cluster448" 721055 721207 152 45
"2517" "cluster449" 722795 723761 966 45
"2518" "cluster450" 730203 730472 269 45
"2519" "cluster451" 733301 733615 314 45
"2520" "cluster474" 742830 742911 81 45
"2521" "cluster475" 742912 742939 27 45
"2522" "cluster476" 742940 743089 149 45
"2523" "cluster477" 743090 743250 160 45
"2524" "cluster527" 785341 785723 382 45
"2525" "cluster528" 785724 786575 851 45
"2526" "cluster529" 791740 792445 705 45
"2527" "cluster533" 802536 802787 251 45
"2528" "cluster557" 856835 856885 50 45
"2529" "cluster559" 857151 857709 558 45
"2530" "cluster560" 857710 857883 173 45
"2531" "cluster633" 944643 944731 88 45
"2532" "cluster648" 963672 964110 438 45
"2533" "cluster648" 965111 965336 225 45
"2534" "cluster649" 967255 967512 257 45
"2535" "cluster649" 967805 968765 960 45
"2536" "cluster653" 974218 974363 145 45
"2537" "cluster700" 1039091 1039181 90 45
"2538" "cluster701" 1039868 1040199 331 45
"2539" "cluster702" 1044148 1044499 351 45
"2540" "cluster705" 1046809 1046883 74 45
"2541" "cluster706" 1046884 1047023 139 45
"2542" "cluster707" 1047024 1047587 563 45
"2543" "cluster708" 1049187 1049537 350 45
"2544" "cluster708" 1049845 1050006 161 45
"2545" "cluster708" 1050159 1050552 393 45
"2546" "cluster709" 1050553 1050612 59 45
"2547" "cluster709" 1053084 1053235 151 45
"2548" "cluster709" 1054347 1054543 196 45
"2549" "cluster710" 1054544 1054956 412 45
"2550" "cluster710" 1056744 1056833 89 45
"2551" "cluster726" 1081787 1081988 201 45
"2552" "cluster727" 1081989 1082149 160 45
"2553" "cluster729" 1086743 1086943 200 45
"2554" "cluster731" 1090064 1090716 652 45
"2555" "cluster762" 1122179 1122279 100 45
"2556" "cluster764" 1128567 1129086 519 45
"2557" "cluster765" 1130269 1130472 203 45
"2558" "cluster766" 1130473 1130519 46 45
"2559" "cluster767" 1130869 1131369 500 45
"2560" "cluster767" 1133169 1134168 999 45
"2561" "cluster768" 1134584 1135188 604 45
"2562" "cluster769" 1137204 1137383 179 45
"2563" "cluster770" 1137384 1137513 129 45
"2564" "cluster799" 1175755 1175989 234 45
"2565" "cluster801" 1176970 1177151 181 45
"2566" "cluster802" 1179808 1180345 537 45
"2567" "cluster804" 1181094 1181396 302 45
"2568" "cluster805" 1181397 1181822 425 45
"2569" "cluster806" 1181823 1181899 76 45
"2570" "cluster807" 1181900 1183999 2099 45
"2571" "cluster816" 1199282 1199419 137 45
"2572" "cluster846" 1238445 1238751 306 45
"2573" "cluster846" 1238811 1240059 1248 45
"2574" "cluster847" 1241509 1241995 486 45
"2575" "cluster847" 1243795 1243924 129 45
"2576" "cluster848" 1243925 1246181 2256 45
"2577" "cluster848" 1247028 1247164 136 45
"2578" "cluster850" 1249551 1250051 500 45
